Gene ID (EcoCyc)	Gene locus ID	Gene name	RNA type	Category	Macklin et al. (2020)	Latest version (20220602)	Description	Belongs in metabolism	proposed category	reaction flux in sim?	enzyme present in sim?	general enzyme	Activity expected
EG10854	b0633	rlpA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12609	b0058	rluA	mRNA	Uncategorized	FALSE	TRUE							
EG12433	b1269	rluB	mRNA	Uncategorized	FALSE	TRUE							
EG11118	b1086	rluC	mRNA	rRNA maturation	FALSE	TRUE							
EG12098	b2594	rluD	mRNA	rRNA maturation	FALSE	TRUE							
G6581	b1135	rluE	mRNA	rRNA maturation	FALSE	TRUE							
EG11921	b4022	rluF	mRNA	rRNA maturation	FALSE	TRUE							
EG50004	b0953	rmf	mRNA	Uncategorized	FALSE	FALSE							
EG11472	b3832	rmuC	mRNA	Recombination	FALSE	FALSE							
EG10856	b0611	rna	mRNA	RNA decay	TRUE	TRUE							
EG11620	b1286	rnb	mRNA	RNA decay	TRUE	TRUE							
EG10857	b2567	rnc	mRNA	rRNA maturation	TRUE	TRUE							
EG10858	b1804	rnd	mRNA	tRNA modification	TRUE	TRUE							
EG10859	b1084	rne	mRNA	RNA decay	TRUE	TRUE							
EG11299	b3247	rng	mRNA	rRNA maturation	TRUE	TRUE							
EG10860	b0214	rnhA	mRNA	Replication	TRUE	TRUE							
EG10861	b0183	rnhB	mRNA	Replication	TRUE	TRUE							
G6337	b0610	rnk	mRNA	Transcription regulation	FALSE	FALSE							
G7365	b2630	rnlA	mRNA	RNA decay	TRUE	TRUE							
G7366	b2631	rnlB	mRNA	Toxin/antitoxin	FALSE	FALSE							
EG10862	b3704	rnpA	mRNA	tRNA modification	TRUE	TRUE							
EG30069	b3123	rnpB	miscRNA	Uncategorized	FALSE	FALSE							
EG11259	b4179	rnr	mRNA	RNA decay	TRUE	TRUE							
EG11547	b1652	rnt	mRNA	tRNA modification	TRUE	TRUE							
EG11366	b4396	rob	mRNA	Transcription regulation	FALSE	FALSE							
EG10015	b2516	rodZ	mRNA	Cell shape	FALSE	FALSE							
G6097	b0189	rof	mRNA	Physical interaction regulation	FALSE	FALSE							
EG11430	b1128	roxA	mRNA	Unknown function	FALSE	TRUE							
M004	b3386	rpe	mRNA	Metabolism	TRUE	TRUE							
EG10863	b3643	rph	mRNA	Uncategorized	TRUE	TRUE							
EG11443	b2914	rpiA	mRNA	Metabolism	TRUE	TRUE							
EG11827	b4090	rpiB	mRNA	Metabolism	TRUE	TRUE							
EG10864	b3984	rplA	mRNA	Ribosome assembly	TRUE	TRUE							
EG10865	b3317	rplB	mRNA	Ribosome assembly	TRUE	TRUE							
EG10866	b3320	rplC	mRNA	Ribosome assembly	TRUE	TRUE							
EG10867	b3319	rplD	mRNA	Ribosome assembly	TRUE	TRUE							
EG10868	b3308	rplE	mRNA	Ribosome assembly	TRUE	TRUE							
EG10869	b3305	rplF	mRNA	Ribosome assembly	TRUE	TRUE							
EG10870	b4203	rplI	mRNA	Ribosome assembly	TRUE	TRUE							
EG10871	b3985	rplJ	mRNA	Ribosome assembly	TRUE	TRUE							
EG10872	b3983	rplK	mRNA	Ribosome assembly	TRUE	TRUE							
EG10873	b3986	rplL	mRNA	Ribosome assembly	TRUE	TRUE							
EG10874	b3231	rplM	mRNA	Ribosome assembly	TRUE	TRUE							
EG10875	b3310	rplN	mRNA	Ribosome assembly	TRUE	TRUE							
EG10876	b3301	rplO	mRNA	Ribosome assembly	TRUE	TRUE							
EG10877	b3313	rplP	mRNA	Ribosome assembly	TRUE	TRUE							
EG10878	b3294	rplQ	mRNA	Ribosome assembly	TRUE	TRUE							
EG10879	b3304	rplR	mRNA	Ribosome assembly	TRUE	TRUE							
EG10880	b2606	rplS	mRNA	Ribosome assembly	TRUE	TRUE							
EG10881	b1716	rplT	mRNA	Ribosome assembly	TRUE	TRUE							
EG50001	b3186	rplU	mRNA	Ribosome assembly	TRUE	TRUE							
EG10882	b3315	rplV	mRNA	Ribosome assembly	TRUE	TRUE							
EG10883	b3318	rplW	mRNA	Ribosome assembly	TRUE	TRUE							
EG10884	b3309	rplX	mRNA	Ribosome assembly	TRUE	TRUE							
EG10885	b2185	rplY	mRNA	Ribosome assembly	TRUE	TRUE							
EG50002	b3185	rpmA	mRNA	Ribosome assembly	TRUE	TRUE							
EG10886	b3637	rpmB	mRNA	Ribosome assembly	TRUE	TRUE							
EG10887	b3312	rpmC	mRNA	Ribosome assembly	TRUE	TRUE							
EG10888	b3302	rpmD	mRNA	Ribosome assembly	TRUE	TRUE							
EG10889	b3936	rpmE	mRNA	Ribosome assembly	TRUE	TRUE							
EG10890	b1089	rpmF	mRNA	Ribosome assembly	TRUE	TRUE							
EG10891	b3636	rpmG	mRNA	Ribosome assembly	TRUE	TRUE							
EG10892	b3703	rpmH	mRNA	Ribosome assembly	TRUE	TRUE							
EG11231	b1717	rpmI	mRNA	Ribosome assembly	TRUE	TRUE							
EG11232	b3299	rpmJ	mRNA	Ribosome assembly	TRUE	TRUE							
EG11750	b3411	rpnA	mRNA	Unknown function	FALSE	FALSE							
G7197	b2305	rpnB	mRNA	Unknown function	FALSE	FALSE							
EG11748	b0132	rpnC	mRNA	Unknown function	FALSE	FALSE							
G7934	b4338	rpnD	pseudo	Uncategorized	FALSE	FALSE							
EG12323	b2244	rpnE	mRNA	Uncategorized	FALSE	FALSE							
EG10893	b3295	rpoA	mRNA	Transcription	TRUE	TRUE							
EG10894	b3987	rpoB	mRNA	Transcription	TRUE	TRUE							
EG10895	b3988	rpoC	mRNA	Transcription	TRUE	TRUE							
EG10896	b3067	rpoD	mRNA	Transcription	FALSE	FALSE							
EG11897	b2573	rpoE	mRNA	Transcription	FALSE	FALSE							
EG10897	b3461	rpoH	mRNA	Transcription	FALSE	FALSE							
EG10898	b3202	rpoN	mRNA	Transcription	FALSE	FALSE							
EG10510	b2741	rpoS	mRNA	Transcription	FALSE	FALSE							
EG10899	b3649	rpoZ	mRNA	Transcription	FALSE	FALSE							
G7459	b2830	rppH	mRNA	RNA decay	FALSE	TRUE							
G0-8863	b4431	rprA	miscRNA	Uncategorized	FALSE	FALSE							
EG10900	b0911	rpsA	mRNA	Ribosome assembly	TRUE	TRUE							
EG10901	b0169	rpsB	mRNA	Ribosome assembly	TRUE	TRUE							
EG10902	b3314	rpsC	mRNA	Ribosome assembly	TRUE	TRUE							
EG10903	b3296	rpsD	mRNA	Ribosome assembly	TRUE	TRUE							
EG10904	b3303	rpsE	mRNA	Ribosome assembly	TRUE	TRUE							
EG10905	b4200	rpsF	mRNA	Ribosome assembly	TRUE	TRUE							
EG10906	b3341	rpsG	mRNA	Ribosome assembly	TRUE	TRUE							
EG10907	b3306	rpsH	mRNA	Ribosome assembly	TRUE	TRUE							
EG10908	b3230	rpsI	mRNA	Ribosome assembly	TRUE	TRUE							
EG10909	b3321	rpsJ	mRNA	Ribosome assembly	TRUE	TRUE							
EG10910	b3297	rpsK	mRNA	Ribosome assembly	TRUE	TRUE							
EG10911	b3342	rpsL	mRNA	Ribosome assembly	TRUE	TRUE							
EG10912	b3298	rpsM	mRNA	Ribosome assembly	TRUE	TRUE							
EG10913	b3307	rpsN	mRNA	Ribosome assembly	TRUE	TRUE							
EG10914	b3165	rpsO	mRNA	Ribosome assembly	TRUE	TRUE							
EG10915	b2609	rpsP	mRNA	Ribosome assembly	TRUE	TRUE							
EG10916	b3311	rpsQ	mRNA	Ribosome assembly	TRUE	TRUE							
EG10917	b4202	rpsR	mRNA	Ribosome assembly	TRUE	TRUE							
EG10918	b3316	rpsS	mRNA	Ribosome assembly	TRUE	TRUE							
EG10919	b0023	rpsT	mRNA	Ribosome assembly	TRUE	TRUE							
EG10920	b3065	rpsU	mRNA	Ribosome assembly	TRUE	TRUE							
EG11879	b3929	rraA	mRNA	Physical interaction regulation	FALSE	FALSE							
G7885	b4255	rraB	mRNA	Physical interaction regulation	FALSE	FALSE							
EG30070	b3855	rrfA	rRNA	rRNA	FALSE	FALSE							
EG30071	b3971	rrfB	rRNA	rRNA	FALSE	FALSE							
EG30072	b3759	rrfC	rRNA	rRNA	FALSE	FALSE							
EG30073	b3274	rrfD	rRNA	rRNA	FALSE	FALSE							
EG30074	b4010	rrfE	rRNA	rRNA	FALSE	FALSE							
EG30091	b3272	rrfF	rRNA	rRNA	FALSE	FALSE							
EG30075	b2588	rrfG	rRNA	rRNA	FALSE	FALSE							
EG30076	b0205	rrfH	rRNA	rRNA	FALSE	FALSE							
EG30077	b3854	rrlA	rRNA	rRNA	FALSE	FALSE							
EG30078	b3970	rrlB	rRNA	rRNA	FALSE	FALSE							
EG30079	b3758	rrlC	rRNA	rRNA	FALSE	FALSE							
EG30080	b3275	rrlD	rRNA	rRNA	FALSE	FALSE							
EG30081	b4009	rrlE	rRNA	rRNA	FALSE	FALSE							
EG30082	b2589	rrlG	rRNA	rRNA	FALSE	FALSE							
EG30083	b0204	rrlH	rRNA	rRNA	FALSE	FALSE							
G6310	b0555	rrrD	mRNA	Prophage	TRUE	TRUE							
G6827	b1554	rrrQ	mRNA	Unknown function	FALSE	FALSE							
EG30084	b3851	rrsA	rRNA	rRNA	FALSE	FALSE							
EG30085	b3968	rrsB	rRNA	rRNA	FALSE	FALSE							
EG30086	b3756	rrsC	rRNA	rRNA	FALSE	FALSE							
EG30087	b3278	rrsD	rRNA	rRNA	FALSE	FALSE							
EG30088	b4007	rrsE	rRNA	rRNA	FALSE	FALSE							
EG30089	b2591	rrsG	rRNA	rRNA	FALSE	FALSE							
EG30090	b0201	rrsH	rRNA	rRNA	FALSE	FALSE							
EG11738	b3995	rsd	mRNA	Transcription	FALSE	FALSE							
EG12341	b2572	rseA	mRNA	Physical interaction regulation	FALSE	FALSE							
G7348	b2571	rseB	mRNA	Physical interaction regulation	FALSE	FALSE							
G7347	b2570	rseC	mRNA	Physical interaction regulation	FALSE	FALSE							
G0-16690	b4725	rseD	mRNA	Uncategorized	FALSE	FALSE							
EG12436	b0176	rseP	mRNA	Uncategorized	FALSE	FALSE							
G0-10574	b4603	rseX	miscRNA	Uncategorized	FALSE	FALSE							
EG11255	b0637	rsfS	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7841	b4161	rsgA	mRNA	Metabolism	FALSE	TRUE	ribosome maturation but also generic gtpase	m					y
EG10523	b0051	rsmA	mRNA	rRNA maturation	FALSE	TRUE							
EG12163	b3289	rsmB	mRNA	rRNA maturation	FALSE	TRUE							
G7950	b4371	rsmC	mRNA	rRNA maturation	FALSE	TRUE							
EG10343	b3465	rsmD	mRNA	rRNA maturation	FALSE	TRUE							
EG12366	b2946	rsmE	mRNA	rRNA maturation	FALSE	TRUE							
G7008	b1835	rsmF	mRNA	rRNA maturation	FALSE	TRUE							
EG10376	b3740	rsmG	mRNA	rRNA maturation	FALSE	TRUE							
EG11085	b0082	rsmH	mRNA	rRNA maturation	FALSE	TRUE							
G7641	b3146	rsmI	mRNA	rRNA maturation	TRUE	TRUE							
EG12233	b3497	rsmJ	mRNA	rRNA maturation	FALSE	TRUE							
G6839	b1581	rspA	mRNA	Metabolism	FALSE	FALSE							
G6838	b1580	rspB	mRNA	Unknown function	FALSE	FALSE							
G6814	b1540	rspR	mRNA	Unknown function	FALSE	FALSE							
EG12120	b1234	rssA	mRNA	Uncategorized	FALSE	FALSE							
EG12121	b1235	rssB	mRNA	Uncategorized	FALSE	FALSE							
G6864	b1608	rstA	mRNA	Transcription regulation	FALSE	FALSE							
EG11233	b1609	rstB	mRNA	Phosphorylation regulation	FALSE	FALSE							
EG12044	b2183	rsuA	mRNA	rRNA maturation	FALSE	TRUE							
G6871	b1627	rsxA	mRNA	Stress response	FALSE	FALSE							
G6872	b1628	rsxB	mRNA	Stress response	FALSE	FALSE							
G6873	b1629	rsxC	mRNA	Stress response	FALSE	FALSE							
G6874	b1630	rsxD	mRNA	Stress response	FALSE	FALSE							
G6876	b1632	rsxE	mRNA	Stress response	FALSE	FALSE							
G6875	b1631	rsxG	mRNA	Stress response	FALSE	FALSE							
G7750	b3420	rtcA	mRNA	Uncategorized	FALSE	TRUE							
G7751	b3421	rtcB	mRNA	RNA processing	FALSE	TRUE							
EG12356	b3422	rtcR	mRNA	Transcription regulation	FALSE	FALSE							
G0-9609	b4425	rttR	miscRNA	Uncategorized	FALSE	FALSE							
G6306	b0550	rusA	mRNA	Recombination	FALSE	FALSE							
G6523	b1012	rutA	mRNA	Metabolism	FALSE	TRUE	alternative pyridimine to nitrogen source metabolism	y					c
G6522	b1011	rutB	mRNA	Metabolism	FALSE	TRUE	alternative pyridimine to nitrogen source metabolism	y					c
G6521	b1010	rutC	mRNA	Metabolism	FALSE	TRUE	alternative pyridimine to nitrogen source metabolism	y					c
G6520	b1009	rutD	mRNA	Metabolism	FALSE	TRUE	alternative pyridimine to nitrogen source metabolism	y					c
G6519	b1008	rutE	mRNA	Metabolism	FALSE	TRUE	alternative pyridimine to nitrogen source metabolism	y					c
G6518	b1007	rutF	mRNA	Metabolism	FALSE	TRUE	alternative pyridimine to nitrogen source metabolism	y					c
G6517	b1006	rutG	mRNA	Metabolism	TRUE	TRUE							
EG12301	b1013	rutR	mRNA	Uncategorized	FALSE	FALSE							
RUVA	b1861	ruvA	mRNA	DNA Repair	FALSE	FALSE							
RUVB	b1860	ruvB	mRNA	DNA Repair	FALSE	FALSE							
EG10925	b1863	ruvC	mRNA	DNA Repair	FALSE	FALSE							
G0-8881	b4416	rybA	miscRNA	Uncategorized	FALSE	FALSE							
G0-8880	b4417	rybB	miscRNA	Uncategorized	FALSE	FALSE							
G0-8876	b4430	rydB	miscRNA	Uncategorized	FALSE	FALSE							
G0-10592	b4597	rydC	miscRNA	Uncategorized	FALSE	FALSE							
G0-8865	b4432	ryeA	miscRNA	Uncategorized	FALSE	FALSE							
G0-16635		ryeG	miscRNA	Uncategorized	FALSE	FALSE							
G0-8879	b4440	ryfA	miscRNA	Uncategorized	FALSE	FALSE							
G0-10597	b4607	ryfB	phantom	Unknown function	FALSE	FALSE							
G0-10600	b4609	ryfD	miscRNA	Uncategorized	FALSE	FALSE							
G0-8872	b4451	ryhB	miscRNA	Uncategorized	FALSE	FALSE							
G0-8875	b4459	ryjA	miscRNA	Uncategorized	FALSE	FALSE							
G0-10609	b4624	ryjB	miscRNA	Uncategorized	FALSE	FALSE							
G0-10436	b4510	rzoD	mRNA	Unknown function	FALSE	FALSE							
G0-16675	b4689	rzoQ	mRNA	Prophage	FALSE	FALSE							
G0-10449	b4528	rzoR	mRNA	Prophage	FALSE	FALSE							
G6311	b0556	rzpD	mRNA	Unknown function	FALSE	FALSE							
G6826	b1553	rzpQ	mRNA	Unknown function	FALSE	FALSE							
G6686	b1362	rzpR	pseudo	Uncategorized	FALSE	FALSE							
G6811	b1525	sad	mRNA	Metabolism	TRUE	TRUE							
G6790	b1500	safA	mRNA	Physical interaction regulation	FALSE	FALSE							
EG12025	b2144	sanA	mRNA	Antibiotic resistance	FALSE	FALSE							
G2002	b1294	sapA	mRNA	Pathogenicity	FALSE	FALSE							
G2001	b1293	sapB	mRNA	Pathogenicity	FALSE	TRUE							
G2000	b1292	sapC	mRNA	Pathogenicity	FALSE	TRUE							
EG12304	b1291	sapD	mRNA	Uncategorized	FALSE	TRUE							
EG12305	b1290	sapF	mRNA	Uncategorized	FALSE	TRUE							
EG11512	b0010	satP	mRNA	Unknown function	TRUE	TRUE							
EG10926	b2011	sbcB	mRNA	DNA Repair	FALSE	FALSE							
EG10927	b0397	sbcC	mRNA	DNA Repair	FALSE	FALSE							
EG11094	b0398	sbcD	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10928	b0377	sbmA	mRNA	Microcin transporter	TRUE	TRUE							
EG11892	b2009	sbmC	mRNA	Physical interaction regulation	FALSE	FALSE							
EG10929	b3917	sbp	mRNA	Metabolism	TRUE	TRUE							
EG11444	b2917	scpA	mRNA	Metabolism	TRUE	TRUE							
G7516	b2919	scpB	mRNA	Metabolism	TRUE	TRUE							
G7517	b2920	scpC	mRNA	Metabolism	TRUE	TRUE							
EG10930	b1814	sdaA	mRNA	Metabolism	TRUE	TRUE							
EG11623	b2797	sdaB	mRNA	Metabolism	TRUE	TRUE							
EG12142	b2796	sdaC	mRNA	Metabolism	TRUE	TRUE							
EG10931	b0723	sdhA	mRNA	Metabolism	TRUE	TRUE							
EG10932	b0724	sdhB	mRNA	Metabolism	TRUE	TRUE							
EG10933	b0721	sdhC	mRNA	Metabolism	TRUE	TRUE							
EG10934	b0722	sdhD	mRNA	Metabolism	TRUE	TRUE							
G7510	b2897	sdhE	mRNA	Toxin/antitoxin	FALSE	FALSE							
G0-17009	b4764	sdhX	miscRNA	Uncategorized	FALSE	FALSE							
EG10935	b1916	sdiA	mRNA	Transcription regulation	FALSE	FALSE							
G0-10699	b4719	sdsN	miscRNA	Uncategorized	FALSE	FALSE							
G0-8883	b4433	sdsR	miscRNA	Uncategorized	FALSE	FALSE							
EG10936	b0098	secA	mRNA	Protein maturation translocation	FALSE	FALSE							
EG10937	b3609	secB	mRNA	Protein maturation chaperone	FALSE	FALSE							
EG10938	b0408	secD	mRNA	Protein maturation translocation	FALSE	TRUE							
EG10939	b3981	secE	mRNA	Protein maturation translocation	FALSE	TRUE							
EG10940	b0409	secF	mRNA	Protein maturation translocation	FALSE	TRUE							
EG12095	b3175	secG	mRNA	Protein maturation translocation	FALSE	TRUE							
EG11087	b0097	secM	mRNA	Translation regulation	FALSE	FALSE							
EG10766	b3300	secY	mRNA	Protein maturation translocation	FALSE	TRUE							
EG10941	b3591	selA	mRNA	Metabolism	FALSE	TRUE	selenocysteine cofactor synthesis	y					f
EG10942	b3590	selB	mRNA	Translation	FALSE	TRUE							
EG30092	b3658	selC	tRNA	tRNA	FALSE	TRUE							
EG10943	b1764	selD	mRNA	Metabolism	FALSE	TRUE	selenocysteine cofactor synthesis	y					f
G6924	b1706	selO	mRNA	Unknown function	FALSE	TRUE							
EG11768	b0503	selU	mRNA	tRNA modification	FALSE	TRUE							
EG12197	b0687	seqA	mRNA	Uncategorized	FALSE	FALSE							
EG10944	b2913	serA	mRNA	Metabolism	TRUE	TRUE							
EG10945	b4388	serB	mRNA	Metabolism	TRUE	TRUE							
EG10946	b0907	serC	mRNA	Metabolism	TRUE	TRUE							
EG10947	b0893	serS	mRNA	tRNA synthetase	TRUE	TRUE							
EG30093	b0971	serT	tRNA	tRNA	FALSE	TRUE							
EG30094	b1975	serU	tRNA	tRNA	FALSE	TRUE							
EG30095	b2695	serV	tRNA	tRNA	FALSE	TRUE							
EG30096	b0883	serW	tRNA	tRNA	FALSE	TRUE							
EG30097	b1032	serX	tRNA	tRNA	FALSE	TRUE							
EG11754	b0070	setA	mRNA	Metabolism	TRUE	TRUE							
EG12034	b2170	setB	mRNA	Metabolism	TRUE	TRUE							
EG11687	b3659	setC	mRNA	Unknown function	FALSE	FALSE							
G6290	b0530	sfmA	mRNA	Unknown function	FALSE	FALSE							
G6291	b0531	sfmC	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6292	b0532	sfmD	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12388	b0534	sfmF	mRNA	Uncategorized	FALSE	FALSE							
G6293	b0533	sfmH	mRNA	Unknown function	FALSE	FALSE							
EG10949	b0146	sfsA	mRNA	Transcription regulation	FALSE	FALSE							
EG10656	b3188	sfsB	mRNA	Transcription regulation	FALSE	FALSE							
EG12287	b3583	sgbE	mRNA	Metabolism	TRUE	TRUE							
EG12285	b3581	sgbH	mRNA	Metabolism	TRUE	TRUE							
EG12286	b3582	sgbU	mRNA	Unclear/under-characterized	TRUE	TRUE							
EG12554	b4302	sgcA	mRNA	Unknown function	FALSE	FALSE							
G0-10241	b4565	sgcB	mRNA	Unknown function	FALSE	FALSE							
EG12556	b4304	sgcC	mRNA	Unknown function	FALSE	FALSE							
G7914	b4301	sgcE	mRNA	Metabolism	FALSE	FALSE							
G7915	b4303	sgcQ	mRNA	Unknown function	FALSE	FALSE							
G7913	b4300	sgcR	mRNA	Unknown function	FALSE	FALSE							
EG12557	b4305	sgcX	mRNA	Unknown function	FALSE	FALSE							
EG12094	b0069	sgrR	mRNA	Uncategorized	FALSE	FALSE							
G0-9941	b4577	sgrS	miscRNA	Uncategorized	FALSE	FALSE							
G0-10617	b4662	sgrT	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7067	b1981	shiA	mRNA	Metabolism	FALSE	TRUE	shikimate transport	y					c
G0-10634	b4681	shoB	mRNA	Uncategorized	FALSE	FALSE							
G0-8884	b4436	sibA	miscRNA	Uncategorized	FALSE	FALSE							
G0-8885	b4437	sibB	miscRNA	Uncategorized	FALSE	FALSE							
G0-8886	b4446	sibC	miscRNA	Uncategorized	FALSE	FALSE							
G0-8913	b4447	sibD	miscRNA	Uncategorized	FALSE	FALSE							
G0-10602	b4611	sibE	miscRNA	Uncategorized	FALSE	FALSE							
EG12154	b1353	sieB	mRNA	Uncategorized	FALSE	FALSE							
G7211	b2340	sixA	mRNA	Protein maturation side-chain modification	FALSE	TRUE							
EG10455	b0178	skp	mRNA	Protein maturation chaperone	FALSE	FALSE							
EG11191	b3641	slmA	mRNA	Cytokinesis	FALSE	FALSE							
EG11890	b3506	slp	mRNA	Stress response	FALSE	FALSE							
EG10950	b4392	slt	mRNA	Metabolism	TRUE	TRUE							
G6882	b1642	slyA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G6881	b1641	slyB	mRNA	Unknown function	FALSE	FALSE							
EG11663	b3349	slyD	mRNA	Protein maturation chaperone	TRUE	TRUE							
EG11664	b3348	slyX	mRNA	Unknown function	FALSE	FALSE							
EG11604	b3286	smf	mRNA	Uncategorized	FALSE	FALSE							
EG11605	b3284	smg	mRNA	Unknown function	FALSE	FALSE							
EG11782	b2620	smpB	mRNA	Translation	FALSE	FALSE							
G6672	b1340	smrA	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7202	b2331	smrB	mRNA	Unknown function	FALSE	FALSE							
EG10953	b3908	sodA	mRNA	Metabolism	FALSE	TRUE	superoxide radical degradation	y					y
EG10954	b1656	sodB	mRNA	Metabolism	FALSE	TRUE	superoxide radical degradation	y					y
G6886	b1646	sodC	mRNA	Metabolism	TRUE	TRUE							
EG10956	b1272	sohB	mRNA	Unclear/under-characterized	FALSE	FALSE							
G0-10604	b4614	sokA	pseudo	Uncategorized	FALSE	FALSE							
G0-9611	b4429	sokB	miscRNA	Uncategorized	FALSE	FALSE							
G0-9581	b4413	sokC	miscRNA	Uncategorized	FALSE	FALSE							
G0-17110	b4835	sokE	miscRNA	Uncategorized	FALSE	FALSE							
G0-10695	b4701	sokX	miscRNA	Uncategorized	FALSE	FALSE							
G6556	b1059	solA	mRNA	Metabolism	FALSE	FALSE							
EG10957	b4063	soxR	mRNA	Transcription regulation	FALSE	FALSE							
EG10958	b4062	soxS	mRNA	Transcription regulation	FALSE	FALSE							
EG10959	b2938	speA	mRNA	Metabolism	FALSE	TRUE	putrescine (ubiquitious regulator) biosynthesis	y					y
EG10960	b2937	speB	mRNA	Metabolism	TRUE	TRUE							
EG10961	b2965	speC	mRNA	Metabolism	TRUE	TRUE							
EG10962	b0120	speD	mRNA	Metabolism	FALSE	FALSE							
EG10963	b0121	speE	mRNA	Metabolism	TRUE	TRUE							
EG10964	b0693	speF	mRNA	Metabolism	TRUE	TRUE							
G0-17074	b4803	speFL	mRNA	Uncategorized	FALSE	FALSE							
G6842	b1584	speG	mRNA	Metabolism	TRUE	TRUE							
EG30098	b3864	spf	miscRNA	Uncategorized	FALSE	FALSE							
EG10966	b3650	spoT	mRNA	Metabolism	TRUE	TRUE							
EG10968	b1766	sppA	mRNA	Protein Decay	FALSE	FALSE							
G6939	b1743	spy	mRNA	Protein maturation chaperone	FALSE	FALSE							
EG11508	b1480	sra	mRNA	Unclear/under-characterized	TRUE	TRUE							
G0-8861		sraA	miscRNA	Uncategorized	FALSE	FALSE							
G0-8862	b4418	sraB	miscRNA	Uncategorized	FALSE	FALSE							
G0-8869	b4448	sraF	phantom	Uncategorized	FALSE	FALSE							
G0-8870	b4449	sraG	miscRNA	Uncategorized	FALSE	FALSE							
EG11831	b3859	srkA	mRNA	Unclear/under-characterized	TRUE	TRUE							
G8210	b2702	srlA	mRNA	Metabolism	FALSE	TRUE	sorbitol transport	y					c
EG10970	b2704	srlB	mRNA	Metabolism	FALSE	TRUE	sorbitol transport	y					c
EG10971	b2705	srlD	mRNA	Metabolism	TRUE	TRUE							
EG10969	b2703	srlE	mRNA	Metabolism	FALSE	TRUE	sorbitol transport	y					c
EG10974	b2707	srlR	mRNA	Transcription regulation	FALSE	FALSE							
EG10975	b2576	srmB	mRNA	Ribosome assembly	FALSE	FALSE							
G0-9381	b4762	sroA	miscRNA	Uncategorized	FALSE	FALSE							
G0-9383	b4763	sroC	miscRNA	Uncategorized	FALSE	FALSE							
G0-9384		sroD	phantom	Uncategorized	FALSE	FALSE							
G0-9385	b4761	sroE	miscRNA	Uncategorized	FALSE	FALSE							
G0-9387		sroG	phantom	Uncategorized	FALSE	FALSE							
G0-9388	b4691	sroH	miscRNA	Uncategorized	FALSE	FALSE							
EG10976	b4059	ssb	mRNA	Replication	FALSE	FALSE							
EG11600	b2521	sseA	mRNA	Metabolism	FALSE	TRUE	cysteine degradation, cyanide resistance	y					y
EG11601	b2522	sseB	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7498	b2879	ssnA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10977	b3229	sspA	mRNA	Transcription regulation	FALSE	FALSE							
EG10978	b3228	sspB	mRNA	Physical interaction regulation	FALSE	FALSE							
EG30100	b2621	ssrA	miscRNA	Uncategorized	FALSE	FALSE							
EG30099	b2911	ssrS	miscRNA	Uncategorized	FALSE	FALSE							
EG12732	b3089	sstT	mRNA	Metabolism	TRUE	TRUE							
G6478	b0936	ssuA	mRNA	Metabolism	TRUE	TRUE							
EG12358	b0933	ssuB	mRNA	Uncategorized	TRUE	TRUE							
G6476	b0934	ssuC	mRNA	Metabolism	TRUE	TRUE							
G6477	b0935	ssuD	mRNA	Metabolism	TRUE	TRUE							
G6479	b0937	ssuE	mRNA	Metabolism	TRUE	TRUE							
G6599	b1157	stfE	pseudo	Uncategorized	FALSE	FALSE							
G6821	b1547	stfQ	mRNA	Unknown function	FALSE	FALSE							
G6695	b1372	stfR	mRNA	Prophage	FALSE	FALSE							
EG11428	b3962	sthA	mRNA	Metabolism	TRUE	TRUE							
EG11554	b2669	stpA	mRNA	Transcription regulation	FALSE	FALSE							
EG10979	b0726	sucA	mRNA	Metabolism	TRUE	TRUE							
EG10980	b0727	sucB	mRNA	Metabolism	TRUE	TRUE							
EG10981	b0728	sucC	mRNA	Metabolism	TRUE	TRUE							
EG10982	b0729	sucD	mRNA	Metabolism	TRUE	TRUE							
EG11378	b1684	sufA	mRNA	Metabolism	FALSE	FALSE							
G6909	b1683	sufB	mRNA	Metabolism	FALSE	FALSE							
G6908	b1682	sufC	mRNA	Metabolism	FALSE	FALSE							
G6907	b1681	sufD	mRNA	Metabolism	FALSE	FALSE							
G6905	b1679	sufE	mRNA	Metabolism	FALSE	FALSE							
G6906	b1680	sufS	mRNA	Metabolism	TRUE	TRUE							
EG10983	b2533	suhB	mRNA	Metabolism	FALSE	TRUE	rRNA maturation	m					y
EG10984	b0958	sulA	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG10985	b0053	surA	mRNA	Protein maturation side-chain modification	TRUE	TRUE							
G6745	b1434	sutR	mRNA	Unknown function	FALSE	FALSE							
G6494	b0959	sxy	mRNA	Transcription regulation	FALSE	FALSE							
G7451	b2793	syd	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7940	b4347	symE	mRNA	Toxin/antitoxin	FALSE	FALSE							
