Promoter Name	Absolute-Plus-1-Position
ychNp4	1273655
frsAp	256502
yhaKp4	3254274
yneKp5	1615731
yjgLp2	4475401
yihNp5	4062166
ymgFp7	1218937
ilvIp2	85540
rydCp	1491506
yfbUp	2412594
yfdFp4	2462802
rrsCp2	3941633
tamp	1607221
cusCp	595573
dsdXp	2477821
hcaRp	2668964
clpPp1	456577
rphp	3816580
elfAp6	997765
ynbAp	1477597
ynfDp6	1657414
trpCp	1319944
yaeQp3	214088
yidBp3	3877615
menDp	
cydAp3	771202
yeiEp7	2249638
wbbKp4	2104606
dgtp2	179214
dpsp	848950
fliDp2	2003817
malZp	422495
ssbp1	4274092
ccmHp1	2292621
yajDp6	430469
tdkp1	1293516
yadEp3	144965
infAp2	926479
pbpCp1	2647493
acrEp	3413702
kupp3	3931265
araCp	70223
lgoRp4	4595947
ykgJp3	304262
yfaLp8	2344207
ssrSp2	3055759
mplp2	4455760
creAp	4635477
xylAp	3730807
yfbRp4	2408835
mobAp2	4042121
cdaRp	182447
mngBp1	767825
betTp	329421
kdsCp1	3342226
ydiYp11	1806250
ascBp	2840942
ampCp	4379003
yfiEp7	2715344
psiFp	403231
glnEp1	3199698
pepAp1	4486139
ybhLp	819858
selAp	3761297
ygeRp1	3000039
yeiEp5	2249711
yhfAp	3485951
waaUp8	3799498
nusAp	3317602
dcuBp1	4348764
putPp1	1079168
chop	1823492
dusAp9	4261600
clpAp2	923092
ybaVp3	463752
bhsAp9	1169019
nanRp10	3374676
yraHp4	3287365
ybhAp10	798537
yghTp7	3134084
acpPp	1151575
bisCp4	3716415
ycfZp5	1181380
yddJp1	1544866
hflDp	1192686
dosPp3	1565743
ydcSp1	1511599
yeeOp1	2059828
psrDp	1146589
edap2	1932799
ygbLp4	2863569
ompNp	1437013
glpEp	3561849
yfhMp	2652324
araHp7	1983560
yjgAp9	4458065
rbnp4	2381581
lysAp	2978951
litp9	1198668
ugdp9	2099735
chpSp1	4448402
citTp4	646632
kgtPp6	2725809
rpsMp1	3442495
yhfLp4	3499438
fepDp2	622192
yccSp2	1023994
entSp2	622253
ymfIp1	1201440
glnSp2	705999
bcpp	2600437
pgkp3	3072735
yfaZp4	2364372
gadYp	3664864
ybeUp4	679462
yhaIp12	3252825
rseXp	2033649
nfsBp	605453
pgsAp	
exbDp	3151390
malIp	1699228
yqeGp1	2985719
sfmAp4	558062
glkp3	2509447
recQp	4005836
ycfDp5	1188270
yddJp6	1544851
metFp	4132546
leuZp3	1992050
phrp	739421
psuTp2	2257496
araEp	2982208
phoPp3	1190491
yhfLp5	3499311
phnLp	
osmYp2	4611153
chbGp5	1817312
ydhFp3	1725655
ycaDp1	945719
thiDp3	2184673
mlrAp2	2214840
yqeHp4	2987513
yaiSp13	384738
amyAp	2006115
frcp	2493439
flup	2071317
aspTp1	3946780
rseDp4	2710186
rarDp5	4004297
rpoHp3	3600870
exuTp1	3245043
acpSp3	2701162
cysGp2	3497793
hisLp	2089965
mraZp	89596
uofp	710829
dmsAp1	940823
yegSp8	2168683
tpiAp	4111569
araJp	412529
patAp	3219458
ykiAp	408574
xapRp2	2522563
yfcVp6	2455821
aceKp	
ymiCp	1335424
ybjNp	
rsmDp2	3604297
yejGp1	2278277
mplp	4455728
pstSp	3911568
yfeXp3	2550554
topAp5	1330789
lacZp1	366343
fdhFp	4299407
allAp	532390
pitAp	3637612
rcsCp4	2320081
cobCp7	669944
purDp1	4205986
ubiGp	2339539
ykfBp2	266227
cspEp2	657250
rpsOp	3311786
litp1	1198516
arpAp1	4222629
rarDp2	4004231
aroFp	2741201
stfZp2	105421
fumDp6	1755209
mglAp	2239391
malQp	3550399
amiCp6	2949189
anmKp9	1719673
yfiCp3	2712805
pflBp1	953579
csgDp	1103335
sgrSp2	77367
crcBp3	657998
coaAp	4175107
yafTp5	237260
sibCp	3056851
frdAp	4382412
ansPp1	1526011
acnAp3	1335827
dsrBp5	2024843
yeaYp	1890561
cadAp	
rplTp	1799763
yiaTp3	3751962
dcuSp	4351685
pphAp	1923385
yihVp1	4073712
ecpAp	310797
ycaMp5	947144
crlp2	257824
ypjDp5	2747930
ybeDp	662706
cybBp6	1490887
yqiJp8	3192055
rsmCp3	4607725
ybhAp6	798592
pgkp1	3072857
ybgCp6	774644
frlAp5	3499770
ivbLp	3853023
htpGp3	494817
gltBp	3354509
aisp4	2365756
insKp	3721065
setBp2	2263713
yiaTp8	3751905
nfop	2250806
rihBp	2255252
ydcXp1	1517221
ygjQp5	3236513
yneKp6	1615550
dcrBp6	3609930
glgCp1	3569389
yhjCp	3672136
yagGp6	285271
pntBp6	1676548
racCp4	1417811
murRp2	2545793
frlAp1	3499835
yjgNp3	4479686
gnsAp2	1051999
metYp1	3318297
exuRp2	3246618
glmZp	3986432
yiiMp4	4102784
comRp3	1168863
yqeFp11	2985809
ecpBp1	310119
yfdGp4	2467737
yebAp1	1941683
ydhCp5	1739849
tsxp2	432091
bssRp5	878246
pepDp1	255809
lrpp	932328
aqpZp2	916212
bioBp	809302
mppAp5	1393054
fepDp1	622234
cyoEp3	447770
serCp1	957595
melRp	4341650
groSp	4370616
nuoAp1	2405335
yaiIp3	405723
mqsRp1	3168653
greAp2	3328853
otsBp2	1982442
metHp1	4223783
ybhQp	824601
tolCp2	3178012
yihVp6	4073532
rlmJp	3645350
amnp1	2055031
dmsCp	943957
fliEp1	2013036
repp	3960647
uxaBp	1610720
betAp7	327257
ybiPp5	852626
ygeWp6	3006117
yhjHp	3679229
rrsEp3	4207863
rmfp4	1015532
appYp3	583580
lhrp	1728353
csrAp2	2819370
yqjCp	3248887
fucOp	2933223
mmuPp6	275206
yceDp1	1146649
insFp4	392660
ruvBp4	1945544
yqeGp5	2985741
tauAp	385205
ymiAp7	1335056
dacBp5	3328857
yjiKp6	4563635
psiEp	4240300
yffQp1	2563389
serXp	1097676
pthp	1258542
ydbHp9	1442900
cadBp	4360106
metEp	4012884
galKp	790463
rhmAp3	2358946
ybgSp2	785459
secBp	3784203
intRp4	1413260
yeaQp1	1879390
aerp	3219120
narZp	1542690
yciNp8	1330702
yhhTp4	3611841
rplKp	4178354
serAp2	3058549
yiiGp7	4086886
insN-1p	270226
ybaNp9	490879
yjhIp	4525888
yiaKp2	3742720
rpoDp4	3212693
tcyPp	1810882
ccmAp	
yhaKp5	3254269
yihUp5	4073663
kgtPp8	2725812
yfcJp2	2440241
rpsIp2	3378290
ybaYp3	475245
flxAp	1646388
ymfDp6	1197589
folAp	49799
yjjXp6	4633899
rrsCp	3941516
rdlAp5	1269323
yhaJp7	3254261
smfp	3433686
ssuBp3	994141
ecnBp	4376509
yciUp4	1307359
tolBp6	777537
ychQp	1266899
yjhUp8	4520540
ppkp5	2622874
cfap	1741201
pdxKp	2537319
yfiRp6	2741751
pkap	2719931
glgCp2	3569455
baxp7	3737234
glnBp3	2687526
alkAp2	2147559
pabBp6	1894779
cybBp7	1490766
ileXp	3215597
zapAp3	3055551
yaaWp3	11542
yjdMp5	4326836
lolBp	1263556
dusCp	2230395
phoHp2	1084938
phoAp	401707
cobCp6	670046
zraSp	4201905
cydCp5	929400
yjaZp	4189753
mrpp7	2194180
lapAp1	1340135
lrhAp	2406656
rsmEp1	3091018
ynfBp	1655709
fieFp4	4106449
ymgEp7	1244555
ykgBp4	318397
setCp13	3836838
cddp	2231819
uspAp3	3640000
infBp	3316027
adhPp5	1553994
osmCp1	1556596
tesAp	519949
tdcRp6	3267190
adkp	497139
ydcAp6	1491647
dnaTp	4601615
fabIp1	1351118
yneFp7	1611874
acrZp	794751
rfaDp4	3793970
ydcXp7	1517236
yjcCp	4275418
ykfIp7	263818
croEp4	1202883
adhEp2	1298309
yceQp6	1144380
yqcEp6	2900472
yeeJp8	2044763
uspBp	3639848
insHp4	3653269
yaaAp5	6615
yehKp1	2203784
yjjXp5	4633773
galUp	1291405
modAp1	794995
menAp1	4120398
safAp	1584028
uspCp5	1979658
ygiLp5	3185342
cdhp	4109907
ybgDp9	752958
gntRp2	3578818
ptsHp4	2533501
remp2	1644975
istR-1p	3853192
tsaBp	
caiEp7	35399
mioCp	3926475
glnHp1	848198
yfaDp5	2356690
mscLp	3438001
tpiAp1	4111524
yjjJp2	4621657
gltXp3	2520730
yafSp2	234784
galFp	2114351
ybgOp4	749182
rsmDp11	3604315
carBp	30775
dcuBp2	4349091
ybjPp	904523
pykFp3	1755617
ybcKp7	568751
yafNp	251969
yehLp3	2204402
rhtCp2	4007739
envRp9	3413607
ybcWp4	579805
yaiOp4	380957
ybaNp1	490718
mdtAp	2153979
hdhAp	1698122
bamDp2	2735961
yihUp3	4073606
gpmMp2	3785187
secGp2	3322590
yaiSp9	384708
symEp	4579917
sokBp	1492119
yhjBp4	3672045
cspHp13	1051373
purCp	2597781
yhhZp7	3581841
chaCp	1272422
envRp12	3413602
ynaKp4	1425313
betIp	329361
micCp	1437121
gskp	500015
pepTp	1185823
nudCp5	4196714
mdtPp6	4301236
yqjDp	3249270
trpLp	1323108
yedIp3	2029370
apbEp1	2311594
ydbKp4	1440846
ygiMp1	3201104
rpoDp1	3212473
mdaBp1	3172423
pgpBp9	1339165
ftsZp2	105045
zapBp1	4118386
paaZp	1453670
yfdYp6	2495336
ileSp1	21833
gloAp	1727801
gndp	2101324
holCp	4484273
hemFp3	2552952
yjhUp9	4520401
selBp5	3759925
enop5	2908152
pabCp1	1153293
apaGp	52034
dnaBp	4264283
rpsMp2	3442565
rhaBp	4097472
nrdRp	432977
rnep1	1144728
glnEp5	3199753
galEp1	792081
nadKp2	2750763
trpTp2	3946780
dapBp1	28343
mglCp6	2237959
cnup7	1704873
eddp	1934713
soxSp	4277423
tldEp	4457945
tamAp1	4442270
phePp	601929
kchp	1310523
argTp	2427849
ymiAp6	1335105
alkAp	2147559
hypTp4	4558317
mutYp1	3102988
yebBp2	1946144
yjeFp2	4393937
yqeHp5	2987508
glpGp	3561480
garPp	3274934
ymcEp3	1051830
smrAp1	1405936
rpoSp2	2867607
dcyDp	1999508
fumCp1	1686654
yfiRp8	2741702
asrp	1671327
fprp	4114499
dsrAp	2025313
dcuCp	656083
yggIp6	3089588
yghTp8	3134020
asnCp	3927031
rrlHp	
fliEp2	2013093
ahpFp	639002
gyrBp2	3880150
ybeFp5	661545
yagNp8	295656
yafTp4	237235
insHp2	2067498
sokBp3	1492116
smrBp4	2448568
azoRp	1482904
yhjJp	3682016
yciZp	1344638
yggIp4	3089752
mgtAp1	4467363
ymfJp8	1202185
trxAp3	3965650
yfcVp7	2455668
ydcLp7	1502323
yafTp6	237278
trpAp7	1317339
opgDp7	1496682
yaaJp4	8017
ymgFp10	1218953
minEp3	1224711
ychFp	1257882
pcnBp3	159171
metBp	4128636
yjgBp9	4496347
pheMp	1799301
torCp	1058056
treAp	1247425
remp1	1644972
yidFp5	3855790
insLp6	15436
cspFp7	1641690
rlmEp2	3327731
yhcAp9	3362094
gprp1	3147781
mazEp2	2911355
yagEp8	282252
hdeDp	3656960
yggLp3	3102254
ybbNp2	518568
ybgSp7	785465
stpAp2	2798556
fhuAp	167442
ascFp	2839429
ptsHp	2533501
damp1	3516252
rpmEp2	4126908
plsBp2	4256502
yhcOp3	3386303
rarDp3	4004258
elfAp8	997814
recQp1	4005858
yfbLp5	2385750
frep1	4026443
yjcDp7	4278314
yafDp	231064
insHp3	1428926
ybjOp4	897852
ybdJp3	606411
gcvAp	2942639
lpxCp2	106530
ybdFp5	606053
uidCp6	1693006
appYp2	583656
yfbRp3	2408831
ydaEp5	1418219
yiaKp1	3742674
insHp4	575774
yegHp	2137863
ileSp2	22034
yidRp2	3869412
ompRp4	3536755
cas3p	
yqeIp1	2988344
gpsAp5	3783810
xapBp2	2524303
yneJp6	1614788
ycjDp5	1351896
ssrSp1	3055974
ycbZp4	1018460
lapAp2	1340186
gspCp1	3455482
prpBp	348646
gspAp1	3455519
proPp2	4330407
cysHp	
sulAp	1020947
rluFp1	4230309
ytfEp	4432009
yihLp1	4060372
ydfGp	1627491
elaDp8	2382654
mepHp	1734357
sibDp	3194865
yeaNp9	1875648
ybjGp	883508
trkGp8	1423749
ydhSp5	1747113
tyrTp	1287665
yiaYp7	3757878
adep	3843910
pntAp	1677975
narUp1	1544124
yjeFp1	4393677
cfap1	1741201
edap1	1933109
focAp3	954814
pepAp2	4486112
rrsHp	223485
yghBp	3153529
potFp1	893736
ygdQp3	2970392
rrsAp	4035239
yrfGp	
yceOp7	1119632
narUp2	1544163
ynfAp5	1655690
elaAp4	2381686
yaiVp4	394461
dcrBp2	3609780
ybeFp7	661386
erfKp4	2063354
ygfBp	3055473
radDp	2280622
csiEp	2665401
grxD	1734162
glkp1	2509447
pbpGp5	2225066
mtlAp	3772188
yhcAp1	3362039
leuOp3	84298
degSp	3382173
yfaLp1	2344218
rplYp3	2282433
ygjIp2	3226070
fumBp	4347348
borDp	578921
aaeRp6	3389477
ycfDp4	1188267
chpSp2	4448428
yecHp3	1989564
arcAp2	4640512
rsfSp	669072
yagKp6	293118
ybcIp5	556632
yadVp2	156224
rnhAp	236041
uspAp2	3639998
arcAp3	4640535
gadCp1	1570584
poxBp1	911076
rimJp	1125522
yjgNp6	4479566
yrhBp7	3584734
aspXp2	4366951
addp6	1702202
ftsBp	2872901
yoaCp6	1894100
yciNp5	1330803
argXp	3982364
nagEp	703840
ygcUp5	2899607
yfeHp5	2526909
ykgDp2	320193
rsmBp4	3434991
ivyp4	240319
mlaAp	2465135
narGp	1279807
ygiWp7	3169688
infCp1	1801346
frrp6	192849
napFp1	2303574
ltaEp	909320
tktAp	3081707
yfjVp	
rtcBp	3558107
yggLp2	3102250
glmSp2	3913811
dnaQp1	235934
glpXp2	4115606
mreBp1	3401129
yiiFp8	4079562
yecFp	1995717
yebSp6	1916181
mmuPp5	275287
yhcHp2	3369562
enop4	2907968
rrfFp2	3423707
lpxPp	2495578
ytfBp	4428819
yhaIp9	3252700
rlmGp4	3235892
cspFp8	1641846
ynfOp1	1636727
caiFp	34218
proVp1	2804563
croEp5	1203006
yhhQp5	3609119
purEp	553142
ftsPp2	3162866
agpp	1065559
pinRp1	1433712
alaXp5	2518259
nrdGp	
racRp4	1420449
tatAp1	4021909
ynhGp4	1758945
seqAp	712942
cysPp	2543557
flgAp	1130885
yfjPp5	2767642
ylaCp	479288
ykgEp9	321481
miaAp2	4398982
mqop5	2306858
dldp7	2222082
glyUp	2999064
yheOp2	3476541
fumEp	
ybjLp12	889938
gdhAp	1842308
pdxYp	
yhfLp8	3499433
slyAp10	1721014
tolCp3	3178062
yqhAp7	3149575
yfgMp3	2639370
recFp2	3881861
yhcFp5	3366889
dxrp4	193338
kdpEp3	721894
yjcEp8	4279829
cysZp1	2531383
yobFp1	1907793
dcuDp2	3374583
iclRp	4223652
gapAp2	1862618
rhsCp3	729379
hfqp3	4400220
valVp	1746415
glpDp	3561971
artPp	903769
alrp2	4265652
ldcAp9	1243197
purMp	2621153
yohCp4	2225669
focAp2	954503
yihUp1	4073586
yeeOp6	2059875
tigp1	454993
yhcNp5	3385406
ykgBp9	318525
ytjBp	4624799
panZp1	3597828
opgGp2	1109257
fadMp1	464360
alaEp11	2799087
artPp2	903836
prfCp	4609358
yegSp6	2168543
yqjHp	3216538
cmrp2	883569
ynfMp	1669672
argWp	2466308
impp2	57241
yncBp4	1518892
blrp	1704512
yicNp4	3842509
nanCp	4539928
ydeRp1	1588298
yajGp	454210
rrsDp1	3429047
yjiAp6	4588995
yjgBp10	4496234
hspQp	
arcZp	3350577
ydfKp5	1632985
rydBp2	1764924
slyBp1	1719777
narXp	1277777
acnBp1	131519
bluFp7	1215613
rhsBp12	3619097
hemLp2	174941
csrDp4	3403425
cdsAp3	195555
yfiRp7	2741677
ffsp6	476288
gadWp2	3664781
yegSp5	2168558
pstBp2	3908556
pflAp8	951228
ycgZp2	1215752
asnUp	2059845
metHp2	4223505
ynjIp5	1844886
yciNp10	1330689
dnaNp	3882733
fryAp6	2504493
bacAp	3204175
ydjFp1	1854924
pmrDp3	2373574
speAp	3086048
bamBp	2638975
ybcWp7	579844
ffsp5	476399
efeOp2	1082154
ybbNp1	518490
hcaEp	2668982
furpb	710723
metJp2	4128529
ycgRp	1244556
mnmGp	3925674
talAp1	2578588
yhhJp3	3626848
dksAp1	160722
tfaEp1	1209266
ppkp	2622977
yigMp3	4011050
yfhHp5	2698707
ydbJp1	1440856
crcBp4	658008
ydhSp3	1747068
stpAp3	2798578
frrp3	192812
sdiAp4	1996857
mrpp	2194203
ompRp1	3536707
cysBp	1333788
yihFp4	4044055
rrsBp2	4166484
yegQp1	2165591
atpCp1	3916059
pstCp	3910542
iaaAp	866537
ybfEp	711939
csgAp	1104236
yccEp	
ubiEp2	4018751
yccXp7	1029994
aldBp	3756535
yqeIp6	2988431
rsmAp	52588
lsrRp	1601257
pgpCp	2698638
alaWp	2518253
accAp2	208326
hiuHp	2038840
ygcWp12	2900471
hcaTp1	2667863
rcsAp	2023836
enop2	2908702
arsRp	3648512
xylRp	3734906
purHp	4207627
sdhDp	755404
proKp	3708694
intDp6	566101
fadIp	2460511
ycaIp8	964108
ykgRp	313285
yafKp6	245993
rsmDp2	3604297
kbpp4	2796814
rsdp2	4196859
sfmAp6	558166
ybiUp7	859104
yjfPp4	4416756
ygiMp2	3201042
ubiTp2	3301301
yhhNp6	3605698
brnQp	419488
grcAp1	2716523
hydNp	2838132
metYp2	3318375
uppp	2620909
pykAp1	1937544
ymdBp3	1105714
clpPp2	456646
glnEp6	3199801
proBp8	260216
iscXp3	2656917
yhjVp3	3700398
tufAp1	3471724
yihGp	4046652
queGp	4394092
insHp6	689222
chiZp	708236
bolAp	454434
yjgAp5	4458081
iscAp7	2659953
slyDp7	3478528
yraHp11	3287278
yfiLp8	2741347
mplp1	4455728
waaUp6	3799496
sdiAp3	1996867
ybcNp6	572314
stfZp3	105499
fliLp1	2019584
pyrCp	1122643
osmEp	1822283
paaJp1	1460801
hinTp2	1161823
yibTp7	3776424
aspVp	236913
yffOp1	2562080
folXp	
ygeHp10	2991879
ispFp3	2871984
thiCp	4196281
gspAp2	3455510
ybdLp3	633557
hdfRp	3948021
argRp1	3384677
nohAp	1636603
yjiSp4	4571720
ynfAp7	1655679
rpoHp4	3600863
rlmEp1	3327760
yegXp6	2183820
yegXp1	2183801
livKp1	3597755
yhhAp6	3586729
micAp	2814802
ralAp	1413556
intSp5	2466513
rimPp	3318175
glySp4	3724495
aroMp	407400
yiaYp6	3757928
rhsBp9	3619044
hypAp	2850627
yliMp	850209
rutRp1	1074134
ftsHp4	3326978
ybeRp5	676590
fnrSp	1409129
gltPp8	4294268
hycIp4	2843102
insFp5	392619
mfdp2	1173992
matAp5	311446
tigp	454994
htpXp	1912618
cspEp1	657147
lptFp6	4486122
csrAp1	2819373
kgtPp7	2725760
glnSp1	706060
bssSp	1121020
yncEp	1523227
ybiOp2	845509
ghrBp2	3717189
yecHp5	1989652
rpoZp	3822077
ybdRp6	641922
yibLp6	3776597
fesp	612687
ymgFp11	1218940
agaRp	3278703
yefMp	2089733
yeaGp2	1866765
hyuAp6	3009830
dgkAp1	4256457
tyrVp	
yaiSp14	384830
pgpBp	1339309
deoBp	4619567
putPp2	1079179
ansBp1	3100790
recNp	2751759
yhcCp6	3354218
rtcAp2	3557002
dpsp2	848950
dapAp	2599784
focAp1	954493
psuGp4	2258557
narPp	2290422
htpGp1	495075
yfbKp3	2385784
arfAp3	3438673
rutGp2	1070045
pspEp	
ycjXp	1384069
epmBp3	4375703
yobHp4	1908900
helDp	1024438
bcsBp	3692673
higBp	3234480
ybgSp8	785496
ydcPp2	1506754
yehEp8	2192901
ebgRp	3221437
rrsHp2	223593
pabCp5	1153194
pabCp8	1153093
yadEp4	145053
yjdLp2	4356413
yniAp7	1807579
fecEp5	4511639
paaJp2	1460771
purUp	1288754
yhgEp6	3532588
groSp2	4370616
glyWp	1992180
glmYp2	2691340
artJp	900626
ybiWp4	862783
gmhBp	222806
aroLp2	406355
melAp	4341887
yieKp2	3899464
rdlBp4	1269856
hypFp1	
yhbQp2	3299939
yhgEp7	3532485
eptBp2	3710581
yjjLp6	4594844
dhaKp	1250944
alsKp1	4307995
glcBp	
rpoEp	2710087
csrAp5	2819189
yhiMp	3634743
hslOp4	3529672
yacGp	
rnbp2	1348944
gadEp1	3658242
mhpRp1	368536
trkGp1	1423741
xerDp2	3039851
ispFp2	2871911
rihAp3	684602
htrEp5	155438
tyrSp2	1717283
metAp1	4214233
ynfNp5	1638197
eptBp	3710581
rapAp1	63358
yegQp1	2165591
yfbOp1	2388573
hemBp7	389861
ybeZp	693469
ompCp2	2312864
epdp	3073823
cpxRp	4105686
holEp5	1925020
sohBp	1329284
holEp6	1925086
ryfAp11	2653699
trxCp	2718675
yeaMp6	1875598
hcrp3	912200
pglp2	798539
cheWp5	1973462
ldrDp	3700272
micFp1	2313084
yrbLp	3348421
shoBp	2700291
rapAp2	63588
nhoAp2	1533963
yhdHp6	3403446
yhdTp	3407351
elaBp	2381053
yncGp	1526228
evgLp2	2483631
ydgCp3	1682062
ybhMp7	820778
yecCp3	1997823
phoHp1	1084865
cstAp3	629873
glgPp1	3566773
gltPp1	4294378
glnAp1	4058222
xylEp	4242291
fimAp	4542694
yrbGp	3340211
torRp	1057984
yeeZp7	2089176
frvRp4	4089902
dmsAp2	940878
acrAp	485698
yeaPp	1877657
tsaEp	
glmYp1	2691340
dppAp	3707870
zitBp1	784848
nudEp8	3526243
luxSp1	2815065
quuDp3	573774
luxSp2	2814816
yrhBp9	3584720
ptap	2414486
yfhRp4	2664204
creAp2	4635243
yfjPp5	2767642
norVp	2832439
crpp3	3486025
glkp4	2509461
ydgDp4	1671953
malYp	1700840
rseDp3	2710230
essDp	576873
yoaCp1	1893966
yieEp	3893829
yaeFp1	217135
rpoDp3	3212688
sseAp	2652391
rplMp	3378808
ligBp4	3821288
yihIp	4051308
avtAp	3739674
argEp2	4155078
hemFp2	2552982
fucUp	2938837
rpoSp4	2867724
yhhNp4	3605575
serVp	2818697
lipAp	660301
yebVp5	1921753
mutMp2	3811277
trgp	1492439
uxuAp	4551518
fecAp	4516727
yegDp2	2147644
asnAp	3927129
rdlCp3	1270391
malSp	3737470
ibsDp	3194701
