Experiment	sample_id	study	project_id	condition_id	rep_id	contact	creator	run_date	Strain Description	Strain	Base Media	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Temperature (C)	pH	Antibiotic for selection	Culture Type	Growth Rate (1/hr)	Evolved Sample	Isolate Type	Sequencing Machine	Additional Details	Biological Replicates	DOI	GEO	Published	SRX	Run	LibraryLayout	Platform
ecoli_00373	abx_media__camhb_mero__1	AntibiotICA	abx_media	camhb_mero	1	Anand Sastry	Julia Xu	7/3/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		meropenem(256ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00374	abx_media__camhb_mero__2	AntibiotICA	abx_media	camhb_mero	2	Anand Sastry	Julia Xu	7/3/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		meropenem(256ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00375	abx_media__m9_trisulf__1	AntibiotICA	abx_media	m9_trisulf	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	trimethoprim-sulfamethoxazole(131mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00376	abx_media__m9_trisulf__2	AntibiotICA	abx_media	m9_trisulf	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	trimethoprim-sulfamethoxazole(131mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00377	abx_media__rpmi_trisulf__1	AntibiotICA	abx_media	rpmi_trisulf	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	RPMI+10%LB			O2		trimethoprim-sulfamethoxazole(16mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00378	abx_media__rpmi_trisulf__2	AntibiotICA	abx_media	rpmi_trisulf	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	RPMI+10%LB			O2		trimethoprim-sulfamethoxazole(16mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00379	abx_media__camhb_trisulf__1	AntibiotICA	abx_media	camhb_trisulf	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		trimethoprim-sulfamethoxazole(16mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00380	abx_media__camhb_trisulf__2	AntibiotICA	abx_media	camhb_trisulf	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		trimethoprim-sulfamethoxazole(16mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00381	abx_media__m9_cef__1	AntibiotICA	abx_media	m9_cef	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	ceftriaxone(4.1mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00382	abx_media__m9_cef__2	AntibiotICA	abx_media	m9_cef	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	ceftriaxone(4.1mg/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00383	abx_media__rpmi_cef__1	AntibiotICA	abx_media	rpmi_cef	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	RPMI+10%LB			O2		ceftriaxone(256ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00384	abx_media__rpmi_cef__2	AntibiotICA	abx_media	rpmi_cef	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	RPMI+10%LB			O2		ceftriaxone(256ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00385	abx_media__camhb_cef__1	AntibiotICA	abx_media	camhb_cef	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		ceftriaxone(256ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00386	abx_media__camhb_cef__2	AntibiotICA	abx_media	camhb_cef	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		ceftriaxone(256ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00387	abx_media__m9_cipro__1	AntibiotICA	abx_media	m9_cipro	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	ciprofloxacin(32ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00388	abx_media__m9_cipro__2	AntibiotICA	abx_media	m9_cipro	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture	ciprofloxacin(32ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00389	abx_media__rpmi_cipro__1	AntibiotICA	abx_media	rpmi_cipro	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	RPMI+10%LB			O2		ciprofloxacin(64ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00390	abx_media__rpmi_cipro__2	AntibiotICA	abx_media	rpmi_cipro	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	RPMI+10%LB			O2		ciprofloxacin(64ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00391	abx_media__camhb_cipro__1	AntibiotICA	abx_media	camhb_cipro	1	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		ciprofloxacin(16ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00392	abx_media__camhb_cipro__2	AntibiotICA	abx_media	camhb_cipro	2	Anand Sastry	Julia Xu	7/8/19	Escherichia coli K-12 MG1655	MG1655	CAMHB			O2		ciprofloxacin(16ug/mL)	37	7		Batch		No		NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00393	hot_tale__42c_ale3_30c__1	HOT ALE	hot_tale	42c_ale3_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli 42C.3.120.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.61943	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00394	hot_tale__42c_ale3_30c__2	HOT ALE	hot_tale	42c_ale3_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli 42C.3.120.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.610159	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00395	hot_tale__42c_ale3_37c__1	HOT ALE	hot_tale	42c_ale3_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli 42C.3.120.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.957325	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00396	hot_tale__42c_ale3_37c__2	HOT ALE	hot_tale	42c_ale3_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli 42C.3.120.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.958287	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00397	hot_tale__42c_ale3_44c__1	HOT ALE	hot_tale	42c_ale3_44c	1	Ke Chen	Ke Chen	10/17/18	Escherichia coli 42C.3.120.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.558411	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00398	hot_tale__42c_ale3_44c__2	HOT ALE	hot_tale	42c_ale3_44c	2	Ke Chen	Ke Chen	10/17/18	Escherichia coli 42C.3.120.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.571729	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00399	hot_tale__hot_ale3_mid_30c__1	HOT ALE	hot_tale	hot_ale3_mid_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.181.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.43315	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00400	hot_tale__hot_ale3_mid_30c__2	HOT ALE	hot_tale	hot_ale3_mid_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.181.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.423586	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00401	hot_tale__hot_ale3_mid_37c__1	HOT ALE	hot_tale	hot_ale3_mid_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.181.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.846304	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00402	hot_tale__hot_ale3_mid_37c__2	HOT ALE	hot_tale	hot_ale3_mid_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.181.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.833011	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00403	hot_tale__hot_ale3_mid_44c__1	HOT ALE	hot_tale	hot_ale3_mid_44c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.181.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.66749	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00404	hot_tale__hot_ale3_mid_44c__2	HOT ALE	hot_tale	hot_ale3_mid_44c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.181.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.686846	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00405	hot_tale__hot_ale3_30c__1	HOT ALE	hot_tale	hot_ale3_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.228.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.395072	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00406	hot_tale__hot_ale3_30c__2	HOT ALE	hot_tale	hot_ale3_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.228.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.405645	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00407	hot_tale__hot_ale3_37c__1	HOT ALE	hot_tale	hot_ale3_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.228.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.847425	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00408	hot_tale__hot_ale3_37c__2	HOT ALE	hot_tale	hot_ale3_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.228.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.818568	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00409	hot_tale__hot_ale3_44c__1	HOT ALE	hot_tale	hot_ale3_44c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.228.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.694697	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00410	hot_tale__hot_ale3_44c__2	HOT ALE	hot_tale	hot_ale3_44c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.3.228.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.686675	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00411	hot_tale__hot_ale4_30c__1	HOT ALE	hot_tale	hot_ale4_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.4.244.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.673874	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00412	hot_tale__hot_ale4_30c__2	HOT ALE	hot_tale	hot_ale4_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.4.244.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.67467	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00413	hot_tale__hot_ale4_37c__1	HOT ALE	hot_tale	hot_ale4_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.4.244.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.983847	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00414	hot_tale__hot_ale4_37c__2	HOT ALE	hot_tale	hot_ale4_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.4.244.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.989487	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00415	hot_tale__hot_ale4_44c__1	HOT ALE	hot_tale	hot_ale4_44c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.4.244.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.82624	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00416	hot_tale__hot_ale4_44c__2	HOT ALE	hot_tale	hot_ale4_44c	2	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.4.244.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.798433	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00417	hot_tale__hot_ale8_30c__1	HOT ALE	hot_tale	hot_ale8_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.8.232.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.596872	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00418	hot_tale__hot_ale8_30c__2	HOT ALE	hot_tale	hot_ale8_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.8.232.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.596703	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00419	hot_tale__hot_ale8_37c__1	HOT ALE	hot_tale	hot_ale8_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.8.232.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.980013	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00420	hot_tale__hot_ale8_37c__2	HOT ALE	hot_tale	hot_ale8_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.8.232.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.9666	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00421	hot_tale__hot_ale8_44c__1	HOT ALE	hot_tale	hot_ale8_44c	1	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.8.232.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.784021	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00422	hot_tale__hot_ale8_44c__2	HOT ALE	hot_tale	hot_ale8_44c	2	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.8.232.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.734168	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00423	hot_tale__hot_ale9_mid_30c__1	HOT ALE	hot_tale	hot_ale9_mid_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.200.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.563889	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00424	hot_tale__hot_ale9_mid_30c__2	HOT ALE	hot_tale	hot_ale9_mid_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.200.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.574422	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00425	hot_tale__hot_ale9_30c__1	HOT ALE	hot_tale	hot_ale9_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.255.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.655026	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00426	hot_tale__hot_ale9_30c__2	HOT ALE	hot_tale	hot_ale9_30c	2	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.9.255.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.647816	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00427	hot_tale__hot_ale9_mid_37c__1	HOT ALE	hot_tale	hot_ale9_mid_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.200.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.98485	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00428	hot_tale__hot_ale9_mid_37c__2	HOT ALE	hot_tale	hot_ale9_mid_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.200.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	1.00164	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00429	hot_tale__hot_ale9_37c__1	HOT ALE	hot_tale	hot_ale9_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.255.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.984553	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00430	hot_tale__hot_ale9_37c__2	HOT ALE	hot_tale	hot_ale9_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.255.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.991579	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00431	hot_tale__hot_ale9_mid_44c__1	HOT ALE	hot_tale	hot_ale9_mid_44c	1	Ke Chen	Ke Chen	10/17/18	Escherichia coli HOT_mutL.9.200.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.782586	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00432	hot_tale__hot_ale9_mid_44c__2	HOT ALE	hot_tale	hot_ale9_mid_44c	2	Ke Chen	Ke Chen	10/17/18	Escherichia coli HOT_mutL.9.200.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.722815	Midpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00433	hot_tale__hot_ale9_44c__1	HOT ALE	hot_tale	hot_ale9_44c	1	Ke Chen	Ke Chen	10/17/18	Escherichia coli HOT_mutL.9.255.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.818413	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00434	hot_tale__hot_ale9_44c__2	HOT ALE	hot_tale	hot_ale9_44c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.9.255.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.815102	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00435	hot_tale__hot_ale10_30c__1	HOT ALE	hot_tale	hot_ale10_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.10.210.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.490509	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00436	hot_tale__hot_ale10_30c__2	HOT ALE	hot_tale	hot_ale10_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.10.210.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.495412	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00437	hot_tale__hot_ale10_37c__1	HOT ALE	hot_tale	hot_ale10_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.10.210.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.859689	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00438	hot_tale__hot_ale10_37c__2	HOT ALE	hot_tale	hot_ale10_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.10.210.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.859424	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00439	hot_tale__hot_ale10_44c__1	HOT ALE	hot_tale	hot_ale10_44c	1	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.10.210.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.594501	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00440	hot_tale__hot_ale10_44c__2	HOT ALE	hot_tale	hot_ale10_44c	2	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.10.210.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.606063	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00441	hot_tale__hot_ale16_30c__1	HOT ALE	hot_tale	hot_ale16_30c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.16.258.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.549663	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00442	hot_tale__hot_ale16_30c__2	HOT ALE	hot_tale	hot_ale16_30c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.16.258.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		30	7		Batch	0.573156	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00443	hot_tale__hot_ale16_37c__1	HOT ALE	hot_tale	hot_ale16_37c	1	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.16.258.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.979732	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00444	hot_tale__hot_ale16_37c__2	HOT ALE	hot_tale	hot_ale16_37c	2	Ke Chen	Ke Chen	9/27/18	Escherichia coli HOT_mutL.16.258.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.962877	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00445	hot_tale__hot_ale16_44c__1	HOT ALE	hot_tale	hot_ale16_44c	1	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.16.258.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.907452	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00446	hot_tale__hot_ale16_44c__2	HOT ALE	hot_tale	hot_ale16_44c	2	Ke Chen	Ke Chen	11/27/18	Escherichia coli HOT_mutL.16.258.1	MG1655	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		44	7		Batch	0.887378	Endpoint	Clonal	HiSeq		2			0			PAIRED	ILLUMINA
ecoli_00447	pdhr_ale__pdhR-13_51__1	pdhR-ALE	pdhr_ale	pdhR-13_51	1	Amitesh Anand	Amitesh Anand	11/6/19	Escherichia coli EEP_pdhR-13.51.1.1	GMOS	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.9	Endpoint	Clonal	HiSeq 4000		2			0			PAIRED	ILLUMINA
ecoli_00448	pdhr_ale__pdhR-13_51__2	pdhR-ALE	pdhr_ale	pdhR-13_51	2	Amitesh Anand	Amitesh Anand	11/6/19	Escherichia coli EEP_pdhR-13.51.1.1	GMOS	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.9	Endpoint	Clonal	HiSeq 4000		2			0			PAIRED	ILLUMINA
ecoli_00449	pdhr_ale__pdhR-14_46__1	pdhR-ALE	pdhr_ale	pdhR-14_46	1	Amitesh Anand	Amitesh Anand	11/6/19	Escherichia coli EEP_pdhR-14.46.1.1	GMOS	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.9	Endpoint	Clonal	HiSeq 4000		2			0			PAIRED	ILLUMINA
ecoli_00450	pdhr_ale__pdhR-14_46__2	pdhR-ALE	pdhr_ale	pdhR-14_46	2	Amitesh Anand	Amitesh Anand	11/6/19	Escherichia coli EEP_pdhR-14.46.1.1	GMOS	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.9	Endpoint	Clonal	HiSeq 4000		2			0			PAIRED	ILLUMINA
ecoli_00451	pdhr_ale__pdhR-15_51__1	pdhR-ALE	pdhr_ale	pdhR-15_51	1	Amitesh Anand	Amitesh Anand	11/6/19	Escherichia coli EEP_pdhR-15.51.1.1	GMOS	M9	glucose(4)	NH4Cl(1)	O2	sauer trace element mixture		37	7		Batch	0.95	Endpoint	Clonal	HiSeq 4000		2			0			PAIRED	ILLUMINA
