,0,no change (without binary_idx),add diversity,remove efficiency and add diversity,kinetic,is_new
RXN0-7208-N-ACETYL-D-GLUCOSAMINE-1-P//N-ACETYL-D-GLUCOSAMINE-1-P.55.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-N-ACETYL-D-GLUCOSAMINE-1-P//N-ACETYL-D-GLUCOSAMINE-1-P.55. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-PRPP//PRPP.11.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-PRPP//PRPP.11. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-RHAMNULOSE-1P//RHAMNULOSE-1P.29.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-RHAMNULOSE-1P//RHAMNULOSE-1P.29. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-RIBOSE-1P//RIBOSE-1P.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-RIBOSE-1P//RIBOSE-1P.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-RIBULOSE-5P//RIBULOSE-5P.25.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-RIBULOSE-5P//RIBULOSE-5P.25. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-SUCROSE-6P//SUCROSE-6P.23.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-SUCROSE-6P//SUCROSE-6P.23. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-TAGATOSE-1-6-DIPHOSPHATE//TAGATOSE-1-6-DIPHOSPHATE.51.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-TAGATOSE-1-6-DIPHOSPHATE//TAGATOSE-1-6-DIPHOSPHATE.51. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-TAGATOSE-6-PHOSPHATE//TAGATOSE-6-PHOSPHATE.43.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-TAGATOSE-6-PHOSPHATE//TAGATOSE-6-PHOSPHATE.43. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-TREHALOSE-6P//TREHALOSE-6P.27.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-TREHALOSE-6P//TREHALOSE-6P.27. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-XYLULOSE-5-PHOSPHATE//XYLULOSE-5-PHOSPHATE.43.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7208-XYLULOSE-5-PHOSPHATE//XYLULOSE-5-PHOSPHATE.43. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-15-ANHYDRO-D-GLUCITOL//15-ANHYDRO-D-GLUCITOL.45.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-15-ANHYDRO-D-GLUCITOL//15-ANHYDRO-D-GLUCITOL.45. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-2-DEOXY-D-GLUCOSE-6-PHOSPHATE//2-DEOXY-D-GLUCOSE-6-PHOSPHATE.61.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-2-DEOXY-D-GLUCOSE-6-PHOSPHATE//2-DEOXY-D-GLUCOSE-6-PHOSPHATE.61. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET//2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET.83.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET//2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET.83. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-4-AMINO-4-DEOXY-L-ARABINOSE//4-AMINO-4-DEOXY-L-ARABINOSE.57.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-4-AMINO-4-DEOXY-L-ARABINOSE//4-AMINO-4-DEOXY-L-ARABINOSE.57. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-4-CYTIDINE-5-DIPHOSPHO-2-C//4-CYTIDINE-5-DIPHOSPHO-2-C.55.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-4-CYTIDINE-5-DIPHOSPHO-2-C//4-CYTIDINE-5-DIPHOSPHO-2-C.55. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-//5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-.79.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-//5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-.79. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADENOSINE_DIPHOSPHATE_RIBOSE//ADENOSINE_DIPHOSPHATE_RIBOSE.59.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADENOSINE_DIPHOSPHATE_RIBOSE//ADENOSINE_DIPHOSPHATE_RIBOSE.59. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-D-GLUCOSE//ADP-D-GLUCOSE.29.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-D-GLUCOSE//ADP-D-GLUCOSE.29. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-D-GLYCERO-D-MANNO-HEPTOSE//ADP-D-GLYCERO-D-MANNO-HEPTOSE.61.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-D-GLYCERO-D-MANNO-HEPTOSE//ADP-D-GLYCERO-D-MANNO-HEPTOSE.61. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-L-GLYCERO-D-MANNO-HEPTOSE//ADP-L-GLYCERO-D-MANNO-HEPTOSE.61.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-L-GLYCERO-D-MANNO-HEPTOSE//ADP-L-GLYCERO-D-MANNO-HEPTOSE.61. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-MANNOSE//ADP-MANNOSE.25.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ADP-MANNOSE//ADP-MANNOSE.25. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ALLOLACTOSE//ALLOLACTOSE.25.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ALLOLACTOSE//ALLOLACTOSE.25. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ALPHA-D-GALACTOSE//ALPHA-D-GALACTOSE.37.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ALPHA-D-GALACTOSE//ALPHA-D-GALACTOSE.37. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ALPHA-GLC-6-P//ALPHA-GLC-6-P.29.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ALPHA-GLC-6-P//ALPHA-GLC-6-P.29. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ALPHA-GLUCOSE//ALPHA-GLUCOSE.29.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-ALPHA-GLUCOSE//ALPHA-GLUCOSE.29. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-ARABINOSE-5P//ARABINOSE-5P.27.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ARABINOSE-5P//ARABINOSE-5P.27. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-ARABINOSE//ARABINOSE.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-ARABINOSE//ARABINOSE.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-Aldehydo-D-altrose//Aldehydo-D-altrose.39.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-Aldehydo-D-altrose//Aldehydo-D-altrose.39. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-Alpha-lactose//Alpha-lactose.29.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-Alpha-lactose//Alpha-lactose.29. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-BETA-D-FRUCTOSE//BETA-D-FRUCTOSE.33.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-BETA-D-FRUCTOSE//BETA-D-FRUCTOSE.33. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-BETA-D-XYLOSE//BETA-D-XYLOSE.29.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-BETA-D-XYLOSE//BETA-D-XYLOSE.29. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-BETA-L-ARABINOSE//BETA-L-ARABINOSE.35.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-BETA-L-ARABINOSE//BETA-L-ARABINOSE.35. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-C1//C1.7.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-C1//C1.7. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-C3//C3.7.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-C3//C3.7. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P//CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P.71.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P//CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P.71. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CDP-D-GLUCOSE//CDP-D-GLUCOSE.29.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CDP-D-GLUCOSE//CDP-D-GLUCOSE.29. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CELLOBIOSE//CELLOBIOSE.23.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CELLOBIOSE//CELLOBIOSE.23. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CMP-KDO//CMP-KDO.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CMP-KDO//CMP-KDO.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10329//CPD-10329.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10329//CPD-10329.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10330//CPD-10330.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10330//CPD-10330.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10543//CPD-10543.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10543//CPD-10543.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10723//CPD-10723.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10723//CPD-10723.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10725//CPD-10725.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10725//CPD-10725.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10726//CPD-10726.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-10726//CPD-10726.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-1162//CPD-1162.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-1162//CPD-1162.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-1181//CPD-1181.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-1181//CPD-1181.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12043//CPD-12043.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12043//CPD-12043.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12044//CPD-12044.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12044//CPD-12044.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12045//CPD-12045.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-12045//CPD-12045.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-12046//CPD-12046.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-12046//CPD-12046.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-12047//CPD-12047.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12047//CPD-12047.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12049//CPD-12049.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12049//CPD-12049.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-1244//CPD-1244.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-1244//CPD-1244.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12515//CPD-12515.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12515//CPD-12515.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12521//CPD-12521.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12521//CPD-12521.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12523//CPD-12523.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12523//CPD-12523.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12524//CPD-12524.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12524//CPD-12524.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12537//CPD-12537.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12537//CPD-12537.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12538//CPD-12538.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12538//CPD-12538.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12539//CPD-12539.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-12539//CPD-12539.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-12575//CPD-12575.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12575//CPD-12575.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-12601//CPD-12601.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-12601//CPD-12601.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-13118//CPD-13118.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13118//CPD-13118.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13399//CPD-13399.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13399//CPD-13399.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13428//CPD-13428.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13428//CPD-13428.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13469//CPD-13469.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13469//CPD-13469.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13559//CPD-13559.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-13559//CPD-13559.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-13829//CPD-13829.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-13829//CPD-13829.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14019//CPD-14019.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14019//CPD-14019.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14021//CPD-14021.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14021//CPD-14021.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14488//CPD-14488.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14488//CPD-14488.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14553//CPD-14553.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14553//CPD-14553.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14762//CPD-14762.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14762//CPD-14762.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14763//CPD-14763.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-14763//CPD-14763.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15205//CPD-15205.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15205//CPD-15205.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15318//CPD-15318.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15318//CPD-15318.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15373//CPD-15373.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15373//CPD-15373.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15374//CPD-15374.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15374//CPD-15374.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15377//CPD-15377.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15377//CPD-15377.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15382//CPD-15382.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15382//CPD-15382.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15530//CPD-15530.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15530//CPD-15530.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15590//CPD-15590.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15590//CPD-15590.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15616//CPD-15616.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15616//CPD-15616.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15619//CPD-15619.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15619//CPD-15619.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15629//CPD-15629.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15629//CPD-15629.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15633//CPD-15633.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15633//CPD-15633.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15699//CPD-15699.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15699//CPD-15699.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15700//CPD-15700.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15700//CPD-15700.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15711//CPD-15711.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15711//CPD-15711.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15761//CPD-15761.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15761//CPD-15761.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15762//CPD-15762.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15762//CPD-15762.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15818//CPD-15818.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15818//CPD-15818.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15826//CPD-15826.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15826//CPD-15826.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15828//CPD-15828.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15828//CPD-15828.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7209-CPD-15829//CPD-15829.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7209-CPD-15829//CPD-15829.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
